primary_model_score_bin,bank_txn_industry_primary_industry,sample_cnt,sample_pct,duedate_3m_30_valid_cnt,duedate_3m_30_bad_cnt,duedate_3m_30_good_cnt,duedate_3m_30_bad_rate,duedate_1m_5_valid_cnt,duedate_1m_5_bad_cnt,duedate_1m_5_good_cnt,duedate_1m_5_bad_rate,duedate_3m_30_amount_overdue_amount,duedate_3m_30_amount_principal_amount,duedate_3m_30_amount_overdue_rate,duedate_1m_5_amount_overdue_amount,duedate_1m_5_amount_principal_amount,duedate_1m_5_amount_overdue_rate,avg_PTI,avg_requested_loan_amount,avg_total_amount,avg_gross_surplus,avg_net_surplus,avg_total_income,avg_bank_txn_industry_primary_industry_amt,avg_bank_txn_industry_pay_interval_median,avg_bank_txn_industry_pay_interval_std,avg_bank_txn_industry_primary_employer_ratio,avg_bank_txn_industry_employer_cnt,apply_cnt,completed_application_cnt,approved_application_cnt,auto_approved_application_cnt,manual_approved_application_cnt,deal_sample_cnt,completion_rate,approval_rate,auto_approval_rate,manual_approval_rate,auto_approval_share,manual_approval_share,deal_rate
2,Cleaning/Security/Property Management,131,0.002009880634569947,72,3,69,0.041666666666666664,123,4,119,0.032520325203252036,4334.65,154200.0,0.028110570687418936,9094.85,154200.0,0.058980869001297016,0.051659970009834674,2321.7557251908397,1304.9618320610687,1665.9293256997453,1331.5144147582696,6730.282430025445,32083.0951908397,11.786259541984732,2.531019106625954,0.8935651826183205,1.5801526717557253,131,131,131,34,97,131,1.0,1.0,0.2595419847328244,0.7404580152671756,0.2595419847328244,0.7404580152671756,1.0
2,Construction,273,0.004188529872042714,152,17,135,0.1118421052631579,257,16,241,0.0622568093385214,22435.23,308575.0,0.07270592238515758,21027.58,308575.0,0.06814414647978612,0.05021231257402835,2309.798534798535,1284.5238095238096,2450.3004761904763,2091.290793650794,7857.251111111111,36215.008278388275,9.034798534798535,2.052559748575092,0.9405318934212455,1.380952380952381,273,273,273,103,170,273,1.0,1.0,0.3772893772893773,0.6227106227106227,0.3772893772893773,0.6227106227106227,1.0
2,Education and Training,151,0.002316732639847801,68,4,64,0.058823529411764705,141,5,136,0.03546099290780142,4487.18,155450.0,0.02886574461241557,6529.98,155450.0,0.042006947571566415,0.048206459662119165,2155.46357615894,1268.2119205298013,2168.4292715231786,1843.453090507726,7396.845607064019,31303.356092715236,11.059602649006623,1.652722328556291,0.9300992386357617,1.4834437086092715,151,151,151,44,107,151,1.0,1.0,0.2913907284768212,0.7086092715231788,0.2913907284768212,0.7086092715231788,1.0
2,Financial and Insurance Services,96,0.0014728896253337015,49,3,46,0.061224489795918366,88,6,82,0.06818181818181818,1986.8400000000001,94275.0,0.02107494033412888,6501.14,94275.0,0.06895932113497746,0.051130261880510904,2272.3958333333335,1222.1354166666667,1549.371597222222,1235.135190972222,6426.37282986111,29368.21458333333,10.052083333333334,1.6815529066562498,0.9160631525625001,1.3958333333333333,96,96,96,38,58,96,1.0,1.0,0.3958333333333333,0.6041666666666666,0.3958333333333333,0.6041666666666666,1.0
2,Government/Public Administration,398,0.006106354905029305,210,25,185,0.11904761904761904,362,13,349,0.03591160220994475,23739.26,406525.0,0.058395572228030254,27955.14,406525.0,0.0687661029456983,0.047484283392737706,2169.9120603015076,1231.2185929648242,1697.5892671691793,1370.0511641541036,7236.854698492461,32538.305603015073,11.469849246231156,1.9103421396851386,0.9172671166381909,1.4572864321608041,398,398,398,111,287,398,1.0,1.0,0.27889447236180903,0.7211055276381909,0.27889447236180903,0.7211055276381909,1.0
2,Health Care and Social Assistance,198,0.0030378348522507597,106,10,96,0.09433962264150944,188,5,183,0.026595744680851064,8088.89,214520.0,0.03770692709304494,8889.23,214520.0,0.04143776804027596,0.049771398772263026,2337.247474747475,1274.469696969697,1658.229663299663,1325.170648148148,7083.599326599326,30885.701313131314,10.977272727272727,2.5314066090858582,0.8838192073888889,1.6161616161616161,198,198,198,60,138,198,1.0,1.0,0.30303030303030304,0.696969696969697,0.30303030303030304,0.696969696969697,1.0
2,Labor Dispatch/Recruitment,160,0.0024548160422228358,88,7,81,0.07954545454545454,151,7,144,0.046357615894039736,11526.11,183150.0,0.06293262353262354,22177.21,183150.0,0.12108768768768768,0.049622545148400435,2368.28125,1283.4375,2156.9927708333335,1817.2391249999996,7285.100604166667,32481.160625,9.003125,2.7209537757874998,0.8937747955687501,1.625,160,160,160,59,101,160,1.0,1.0,0.36875,0.63125,0.36875,0.63125,1.0
2,Manufacturing,113,0.001733713829819878,62,3,59,0.04838709677419355,109,3,106,0.027522935779816515,1586.94,133375.0,0.011898331771321463,4801.59,133375.0,0.0360006747891284,0.05647899085585504,2209.29203539823,1327.212389380531,1510.7135103244837,1170.9677138643067,6070.84430678466,29516.459115044247,8.765486725663717,1.7984712755221237,0.9041700237876106,1.5663716814159292,113,113,113,37,76,113,1.0,1.0,0.3274336283185841,0.672566371681416,0.3274336283185841,0.672566371681416,1.0
2,Mining,160,0.0024548160422228358,80,10,70,0.125,151,9,142,0.059602649006622516,7323.719999999999,188575.0,0.038837173538379954,12998.31,188575.0,0.06892912634230412,0.047225306352104375,2158.49375,1287.03125,2981.7074895833334,2614.1708124999996,8724.742135416665,41415.474125,16.7125,3.3569804287625002,0.92358328868125,1.3875,160,160,160,51,109,160,1.0,1.0,0.31875,0.68125,0.31875,0.68125,1.0
2,Retail Trade,293,0.004495381877320568,137,9,128,0.06569343065693431,278,14,264,0.050359712230215826,5495.83,289275.0,0.018998634517327802,18676.170000000002,289275.0,0.06456199118485871,0.05019000116936827,2250.80204778157,1201.5699658703072,1449.4505290102388,1143.9030546075085,6406.812110352673,29933.864914675767,9.670648464163822,1.7612367958293516,0.9189324877440272,1.4812286689419796,293,293,293,73,220,293,1.0,1.0,0.24914675767918087,0.7508532423208191,0.24914675767918087,0.7508532423208191,1.0
