primary_model_score_bin,attributed_category,sample_cnt,sample_pct,duedate_3m_30_valid_cnt,duedate_3m_30_bad_cnt,duedate_3m_30_good_cnt,duedate_3m_30_bad_rate,duedate_1m_5_valid_cnt,duedate_1m_5_bad_cnt,duedate_1m_5_good_cnt,duedate_1m_5_bad_rate,duedate_3m_30_amount_overdue_amount,duedate_3m_30_amount_principal_amount,duedate_3m_30_amount_overdue_rate,duedate_1m_5_amount_overdue_amount,duedate_1m_5_amount_principal_amount,duedate_1m_5_amount_overdue_rate,avg_PTI,avg_requested_loan_amount,avg_total_amount,avg_gross_surplus,avg_net_surplus,avg_total_income,avg_bank_txn_industry_primary_industry_amt,avg_bank_txn_industry_pay_interval_median,avg_bank_txn_industry_pay_interval_std,avg_bank_txn_industry_primary_employer_ratio,avg_bank_txn_industry_employer_cnt,apply_cnt,completed_application_cnt,approved_application_cnt,auto_approved_application_cnt,manual_approved_application_cnt,deal_sample_cnt,completion_rate,approval_rate,auto_approval_rate,manual_approval_rate,auto_approval_share,manual_approval_share,deal_rate
4,Google,5223,0.0801344011783117,4088,583,3505,0.14261252446183953,5073,404,4669,0.07963729548590577,431211.52,4249984.0,0.10146191609191942,520648.48,4249984.0,0.1225059859048881,0.05387870490643418,1856.9165230710319,869.1573808156232,1618.870208373221,1331.103713383113,5673.243818686578,22616.545891959802,10.718422156945028,2.6812669218814347,0.9185356454966498,1.4882747068676716,5223,5223,5223,2093,3130,5223,1.0,1.0,0.40072755121577636,0.5992724487842236,0.40072755121577636,0.5992724487842236,1.0
4,Lead Partner,2612,0.040074871889287794,2316,399,1917,0.172279792746114,2574,259,2315,0.10062160062160062,300944.47,2291496.0,0.1313310038507595,340867.58,2291496.0,0.1487532947908266,0.05725458624197989,1851.6864471669219,900.3526033690658,1750.2391066870853,1427.067161179173,5985.972202654415,26264.745092707042,10.951053283767038,2.6073552897763976,0.9248060382150803,1.42274412855377,2612,2612,2612,1085,1527,2612,1.0,1.0,0.4153905053598775,0.5846094946401225,0.4153905053598775,0.5846094946401225,1.0
4,Meta,76,0.0011660376200558471,67,14,53,0.208955223880597,70,5,65,0.07142857142857142,12984.33,65075.0,0.19952869765655012,14285.25,65075.0,0.2195197848636189,0.0675108456984551,2252.9605263157896,959.2105263157895,1298.6509649122809,939.8635087719298,5584.526600877191,20235.23,14.125,2.850851191875,0.882970542875,1.75,76,76,76,34,42,76,1.0,1.0,0.4473684210526316,0.5526315789473685,0.4473684210526316,0.5526315789473685,1.0
4,Organic,4199,0.06442357850808555,3821,532,3289,0.1392305679141586,4150,374,3776,0.09012048192771084,353823.44999999995,3472313.0,0.10189848956588878,419269.52999999997,3472313.0,0.12074646784434467,0.06170914539005488,1830.5191712312455,849.1636103834246,1809.203983488132,1471.7365273477812,5799.758121775026,23712.479638554218,10.063932448733414,2.343825120068841,0.9145980825771085,1.5240963855421688,4199,4199,4199,1867,2332,4199,1.0,1.0,0.4446296737318409,0.5553703262681591,0.4446296737318409,0.5553703262681591,1.0
4,Owned Channels,1193,0.01830372211482402,914,129,785,0.14113785557986872,1125,95,1030,0.08444444444444445,106012.15,1030546.0,0.10286988644854281,140206.36,1030546.0,0.13605055960626697,0.0559796595604291,2241.533948030176,995.3403185247275,1691.5839550153673,1376.1322534227438,6000.566751886002,22830.24671548117,10.4916142557652,2.5547403580442105,0.9249344076673639,1.4142259414225942,1193,1193,1193,480,713,1193,1.0,1.0,0.40234702430846603,0.597652975691534,0.40234702430846603,0.597652975691534,1.0
4,Tiktok,19,0.0002915094050139618,18,3,15,0.16666666666666666,19,0,19,0.0,1874.48,18550.0,0.10105013477088949,825.6400000000001,18550.0,0.044508894878706205,0.06811147378501911,3143.4210526315787,976.3157894736842,1740.4046491228069,1387.0099122807017,5308.775789473683,16179.79,10.5,4.075750535,0.832169281,2.0,19,19,19,9,10,19,1.0,1.0,0.47368421052631576,0.5263157894736842,0.47368421052631576,0.5263157894736842,1.0
5,Apple Search Ads,13,0.00019945380343060543,0,0,0,,2,0,2,0.0,0.0,0.0,,0.0,0.0,,0.04836035700454824,1496.1538461538462,692.3076923076923,1166.335,952.2833333333333,4725.53,16192.007500000002,9.909090909090908,2.593083017636364,0.9099206604166667,1.4166666666666667,13,13,13,4,9,13,1.0,1.0,0.3076923076923077,0.6923076923076923,0.3076923076923077,0.6923076923076923,1.0
5,Bing,76,0.0011660376200558471,61,19,42,0.3114754098360656,72,12,60,0.16666666666666666,8102.530000000001,51275.0,0.15802106289614823,9018.53,51275.0,0.17588551925889812,0.05569984763224547,1677.9605263157894,700.9868421052631,1548.53548245614,1263.8189473684208,5327.580175438597,17863.04142857143,10.619047619047619,2.32880616655,0.9491534440952382,1.3333333333333333,76,76,76,24,52,76,1.0,1.0,0.3157894736842105,0.6842105263157895,0.3157894736842105,0.6842105263157895,1.0
5,GEO,28,0.0004295928073889963,15,4,11,0.26666666666666666,26,4,22,0.15384615384615385,2112.35,17925.0,0.11784379358437935,1507.1399999999999,17925.0,0.08408033472803346,0.04562378514982836,2415.1785714285716,711.6071428571429,1349.0564285714283,1162.7958333333331,4325.079107142857,15966.185238095237,10.19047619047619,1.8238799297142858,0.9141627058571429,1.619047619047619,28,28,28,6,22,28,1.0,1.0,0.21428571428571427,0.7857142857142857,0.21428571428571427,0.7857142857142857,1.0
5,Google,5101,0.07826260394611678,4079,878,3201,0.21524883549889678,4990,586,4404,0.11743486973947896,492302.92,3457801.0,0.14237456695743914,608996.99,3457801.0,0.17612262533326817,0.049797008771605485,1674.5892962164282,713.9043324838267,1559.4563157550806,1315.2993426125595,5218.979040057505,17776.991328090873,10.129872974156811,2.967759984556093,0.9177127379187419,1.4805591961555264,5101,5101,5101,1469,3632,5101,1.0,1.0,0.28798274848069005,0.71201725151931,0.28798274848069005,0.71201725151931,1.0
5,Lead Partner,2603,0.03993678848691276,2372,637,1735,0.2685497470489039,2588,408,2180,0.15765069551777433,344838.8,1872766.0,0.18413341549344658,424671.91000000003,1872766.0,0.22676186453619943,0.05587825387518631,1652.615443718786,735.8590088359585,1677.8656594954537,1390.085613394801,5463.319078627225,20874.973406593406,10.619146005509641,2.5856480051198347,0.9340517514642858,1.4134615384615385,2603,2603,2603,803,1800,2603,1.0,1.0,0.3084902036112178,0.6915097963887822,0.3084902036112178,0.6915097963887822,1.0
5,Meta,57,0.0008745282150418853,47,8,39,0.1702127659574468,53,8,45,0.1509433962264151,5113.95,33100.0,0.1545,6573.82,33100.0,0.198604833836858,0.05797668492315334,1882.017543859649,726.3157894736842,1283.296520467836,995.1157894736842,5172.595087719298,19251.914,10.7,2.2098421899,0.9688834872000001,1.1,57,57,57,23,34,57,1.0,1.0,0.40350877192982454,0.5964912280701754,0.40350877192982454,0.5964912280701754,1.0
5,Organic,4398,0.0674767559606002,4003,976,3027,0.24381713714713965,4359,670,3689,0.15370497820601056,477807.26,2976442.0,0.16052967267630278,596832.9299999999,2976442.0,0.20051891822518292,0.05926811296608631,1626.136880400182,689.2319236016372,1610.3763449295132,1318.343877899045,5214.183188191602,17871.33140369967,9.922657952069716,2.8322687835356755,0.9186370275832426,1.4831338411316648,4398,4398,4398,1371,3027,4398,1.0,1.0,0.3117326057298772,0.6882673942701227,0.3117326057298772,0.6882673942701227,1.0
5,Owned Channels,887,0.013608886434072846,700,163,537,0.23285714285714285,849,104,745,0.12249705535924617,115514.04999999999,648487.0,0.17812855153611404,123491.46,648487.0,0.19043012427388675,0.05189713780135299,2070.6031567080045,816.1916572717024,1592.5697876738068,1322.8416253288235,5450.678423524991,18319.12263157895,10.529329608938548,3.0725264786432582,0.9225503186565097,1.451523545706371,887,887,887,286,601,887,1.0,1.0,0.322435174746336,0.677564825253664,0.322435174746336,0.677564825253664,1.0
5,Tiktok,15,0.00023013900395839088,15,5,10,0.3333333333333333,15,3,12,0.2,3860.39,12220.0,0.3159075286415712,5542.53,12220.0,0.4535621931260229,0.07511282035624273,2611.6666666666665,814.6666666666666,1168.1843333333334,845.6052222222221,4450.285666666667,13806.03,7.0,4.757450298,1.0,1.0,15,15,15,9,6,15,1.0,1.0,0.6,0.4,0.6,0.4,1.0
